City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,kidal,18.4411,1.4078,33.11,15,21,0.06,ML,1728688255
368,paracuru,-3.41,-39.0306,25.98,78,95,6.25,BR,1728688258
369,katsuura,35.1333,140.3,21.78,72,6,4.64,JP,1728688259
370,tura,25.5198,90.2201,22.08,92,3,1.8,IN,1728688261
371,urdinarrain,-32.6857,-58.8932,21.08,55,2,3.41,AR,1728688262
372,torghay,49.6339,63.4981,1.51,96,100,5.27,KZ,1728688263
373,okhotsk,59.3833,143.3,5.13,85,100,9.88,RU,1728688264
374,la palma,33.8464,-118.0467,31.71,47,40,4.12,US,1728688253
375,mount gambier,-37.8333,140.7667,11.89,66,100,2.75,AU,1728688267
376,happy valley-goose bay,53.3168,-60.3315,4.17,93,100,4.63,CA,1728688268
377,tejen,37.3834,60.5054,17.88,40,25,3.11,TM,1728688269
378,lebu,-37.6167,-73.65,10.34,80,46,4.6,CL,1728688271
379,mumford,5.2618,-0.759,25.03,90,45,3.9,GH,1728688272
380,monte alegre,-2.0078,-54.0692,30.07,41,14,1.95,BR,1728688273
381,doka,13.5167,35.7667,23.39,74,6,2.98,SD,1728688275
382,iquique,-20.2208,-70.1431,15.59,82,40,0.73,CL,1728688276
383,chulakkurgan,43.765,69.1814,11.87,66,27,7.64,KZ,1728688277
384,chu,43.5983,73.7614,12.54,79,98,5.03,KZ,1728688278
385,turpan,42.9333,89.1667,19.87,26,3,2.45,CN,1728688280
386,hovd,48.0056,91.6419,8.23,41,95,3.65,MN,1728688281
387,tughyl,47.7252,84.2063,12.32,83,100,2.44,KZ,1728688282
388,carnarvon,-24.8667,113.6333,20.46,84,1,6.09,AU,1728688283
389,verkhnevilyuysk,63.4453,120.3167,-9.95,97,51,2.06,RU,1728688285
390,stephenville,32.2207,-98.2023,33.41,30,0,3.09,US,1728688286
391,hilo,19.7297,-155.09,27.85,75,20,4.63,US,1728688287
392,boyolangu,-8.1181,111.8935,25.36,89,75,1.49,ID,1728688289
393,sofifi,0.7349,127.576,27.31,79,98,1.18,ID,1728688290
394,umm kaddadah,13.6017,26.6876,29.82,33,89,1.39,SD,1728688291
395,shenjiamen,29.9576,122.298,21.79,78,49,5.11,CN,1728688292
396,cascais,38.6979,-9.4215,20.64,85,100,2.24,PT,1728688294
397,daru,-9.0763,143.2092,26.77,83,86,7.98,PG,1728688295
398,tazacorte,28.629,-17.9293,22.54,75,0,2.57,ES,1728688297
399,el hamma,33.8915,9.7963,23.54,70,71,6.12,TN,1728688298
400,sitka,57.0531,-135.33,11.94,54,75,9.26,US,1728688299
401,vorkuta,67.5,64.0,-7.24,76,100,4.08,RU,1728688124
402,polyarnyye zori,67.3661,32.4981,5.93,86,100,3.06,RU,1728688302
403,mogocha,53.7333,119.7667,-3.22,75,51,1.26,RU,1728688303
404,aketi,2.7388,23.7833,23.52,82,48,0.79,CD,1728688304
405,mountain home,43.133,-115.6912,25.01,26,20,3.09,US,1728688306
406,sola,-13.8833,167.55,26.14,78,70,8.55,VU,1728688307
407,conde,-7.2597,-34.9075,25.7,69,0,3.6,BR,1728688308
408,la'ie,21.6477,-157.9253,30.03,73,95,2.68,US,1728688309
409,seosan,36.7817,126.4522,16.82,73,0,1.04,KR,1728688311
410,ishikawa,26.4233,127.8214,25.19,78,0,1.54,JP,1728688312
411,calvinia,-31.4707,19.776,19.34,20,35,0.62,ZA,1728688313
412,nova vicosa,-17.8919,-39.3719,25.01,81,56,5.77,BR,1728688314
413,elhovo,42.1667,26.5667,17.31,97,100,1.6,BG,1728688316
414,talara,-4.5772,-81.2719,20.42,77,0,6.69,PE,1728688317
415,keflavik,64.0049,-22.5624,-0.76,64,20,2.57,IS,1728688318
416,moulins,46.5,3.3333,8.23,94,79,1.5,FR,1728688319
417,tamandare,-8.7597,-35.1047,23.74,77,88,4.06,BR,1728688321
418,itaituba,-4.2761,-55.9836,30.22,35,61,1.44,BR,1728688322
419,amora,38.6296,-9.1156,21.37,93,75,6.69,PT,1728688323
420,sona,45.4388,10.8255,12.14,87,0,2.57,IT,1728688325
421,kenora,49.8167,-94.4337,13.21,37,33,4.02,CA,1728688326
422,gizo,-8.103,156.8419,28.38,73,91,2.45,SB,1728688327
423,jiwani,25.05,61.7417,28.2,74,7,2.47,PK,1728688328
424,gokwe,-18.2048,28.9349,16.93,27,0,2.43,ZW,1728688330
425,bonthe,7.5264,-12.505,23.34,95,100,1.68,SL,1728688331
426,thyolo,-16.0678,35.1405,18.54,78,91,2.08,MW,1728688332
427,pavlogradka,54.2024,73.5592,-2.83,81,100,8.92,RU,1728688333
428,sirjan,29.452,55.6814,17.63,36,4,3.87,IR,1728688335
429,al kharijah,25.4514,30.5464,24.72,32,0,2.58,EG,1728688336
430,hami,42.8,93.45,16.21,25,53,3.72,CN,1728688337
431,sinop,41.7711,34.8709,16.43,68,99,4.04,TR,1728688338
432,khagrachhari,23.1,91.9667,22.47,99,15,0.61,BD,1728688340
433,afega,-13.7973,-171.8531,27.43,80,16,8.14,WS,1728688341
434,acarau,-2.8856,-40.12,26.14,76,57,7.92,BR,1728688342
435,magadan,59.5667,150.8,1.87,77,100,3.05,RU,1728688344
436,oamaru,-45.0784,170.9801,13.56,61,76,2.04,NZ,1728688345
437,veraval,20.9,70.3667,25.46,80,94,4.76,IN,1728688346
438,vershino-darasunskiy,52.35,115.5167,-7.93,73,0,1.61,RU,1728688349
439,rosarito,32.3333,-117.0333,28.51,55,16,4.56,MX,1728688350
440,pyhajarvi,67.0701,27.2176,4.58,83,100,2.05,FI,1728688351
441,lorengau,-2.0226,147.2712,29.26,75,17,4.65,PG,1728688353
442,pokhara,28.2333,83.9833,17.03,73,40,2.63,NP,1728688275
443,ryotsu-minato,38.0833,138.4333,18.46,66,11,1.58,JP,1728688355
444,san juan del sur,11.2529,-85.8705,29.12,65,75,2.06,NI,1728688356
445,kurumkan,54.3,110.3,-7.8,80,21,1.87,RU,1728688358
446,acajutla,13.5928,-89.8275,27.05,79,98,2.32,SV,1728688359
447,yeppoon,-23.1333,150.7333,22.5,69,16,6.35,AU,1728688360
448,priargunsk,50.3691,119.1012,0.99,40,85,1.49,RU,1728688361
449,betio village,1.358,172.9211,31.02,68,53,4.79,KI,1728688364
450,kongolo,-5.3833,27.0,21.18,88,99,0.64,CD,1728688365
451,rio grande,-32.035,-52.0986,17.31,92,63,5.27,BR,1728688367
452,igarka,67.4667,86.5833,-9.07,94,100,2.95,RU,1728688368
453,mar del plata,-38.0023,-57.5575,12.19,80,23,4.47,AR,1728688357
454,chinde,26.8212,87.7095,21.14,82,35,1.76,NP,1728688370
455,rach gia,10.0167,105.0833,26.34,89,76,3.49,VN,1728688372
456,dadukou,26.5479,101.7054,20.28,89,95,0.83,CN,1728688373
457,poronaysk,49.2167,143.1167,6.61,71,7,1.43,RU,1728688374
458,geneina,13.45,22.45,24.83,60,89,0.56,SD,1728688376
459,martapura,-3.4167,114.85,24.05,100,20,2.06,ID,1728688377
460,aflou,34.1128,2.1023,19.07,49,20,1.52,DZ,1728688378
461,luena,-11.7833,19.9167,15.84,25,0,1.24,AO,1728688379
462,tara,56.8944,74.371,-3.82,78,58,6.12,RU,1728688368
463,minas de marcona,-15.2119,-75.1103,14.58,69,3,6.28,PE,1728688382
464,georgievka,49.3314,81.5761,13.05,60,95,6.61,KZ,1728688383
465,bastogne,50.0035,5.7184,1.77,94,9,2.13,BE,1728688384
466,businga,3.3333,20.8833,22.26,93,72,1.11,CD,1728688386
467,kivioli,59.3531,26.9711,7.88,83,60,4.47,EE,1728688387
468,pacaembu,-21.5622,-51.2606,22.95,88,100,3.6,BR,1728688390
469,cove,7.221,2.3402,23.36,95,71,1.89,BJ,1728688391
470,nkove,-7.95,30.85,23.49,66,89,3.44,TZ,1728688392
471,senj,44.9894,14.9058,14.92,82,3,5.88,HR,1728688393
472,yanam,16.7333,82.2167,24.0,97,47,0.9,IN,1728688395
473,padangsidempuan,1.3667,99.2667,22.0,98,100,0.74,ID,1728688396
474,st. john's,47.5649,-52.7093,9.98,87,25,2.68,CA,1728688397
475,leh,34.1667,77.5833,1.42,27,0,0.46,IN,1728688398
476,moranbah,-22.0016,148.0466,24.18,56,2,7.64,AU,1728688400
477,nikol'sk,53.7189,46.0712,0.45,65,99,3.14,RU,1728688401
478,longyearbyen,78.2186,15.6401,2.91,81,75,13.89,SJ,1728688405
479,dongola,19.1667,30.4833,29.45,19,19,7.24,SD,1728688406
480,orapa,-21.2833,25.3667,21.62,28,0,3.9,BW,1728688407
481,antigonish,45.6169,-61.9986,11.65,76,72,0.89,CA,1728688409
482,agat village,13.3886,144.6585,30.42,86,40,1.54,GU,1728688410
483,tutoia,-2.7619,-42.2744,26.41,80,75,5.27,BR,1728688411
484,mikun',62.3547,50.0771,-2.03,62,99,4.58,RU,1728688413
485,andergrove,-21.0833,149.1833,23.6,73,40,6.7,AU,1728688414
486,abepura,-2.6333,140.5833,29.45,79,20,3.6,ID,1728688415
487,sao joao da barra,-21.6403,-41.0511,23.66,89,88,12.58,BR,1728688416
488,ust-tsilma,65.441,52.1498,-1.62,71,100,5.35,RU,1728688418
489,khangarh,29.9173,71.1618,24.94,22,0,3.65,PK,1728688419
490,mont-laurier,46.5501,-75.4993,13.02,75,89,3.92,CA,1728688420
491,howrah,22.5892,88.3103,29.0,89,40,3.09,IN,1728688421
492,kendari,-3.945,122.4989,25.23,92,48,0.34,ID,1728688423
493,illizi,26.4833,8.4667,31.81,23,32,2.55,DZ,1728688424
494,waingapu,-9.6567,120.2641,27.3,70,100,2.83,ID,1728688425
495,fasa,28.9383,53.6482,18.69,35,0,0.97,IR,1728688427
496,al wajh,26.2455,36.4525,24.97,78,0,2.06,SA,1728688428
497,demopolis,32.5176,-87.8364,25.97,27,0,0.0,US,1728688429
498,kununurra,-15.7667,128.7333,24.99,78,12,0.0,AU,1728688430
499,brokopondo,4.75,-55.1667,27.39,75,95,3.21,SR,1728688432
500,miri,4.4148,114.0089,25.05,100,98,1.61,MY,1728688433
501,mangrol,21.1167,70.1167,25.32,79,95,5.37,IN,1728688434
502,geraldton,-28.7667,114.6,19.23,82,100,4.12,AU,1728688206
503,ust-nera,64.5667,143.2,-7.51,94,84,2.41,RU,1728688437
504,alta,69.9689,23.2717,3.59,87,100,23.25,NO,1728688438
505,torit,4.4133,32.5678,22.31,80,7,1.39,SS,1728688439
506,arroyo,41.6096,-4.7969,16.75,82,100,3.09,ES,1728688440
507,fortaleza,-3.7227,-38.5247,27.82,84,20,5.66,BR,1728688443
508,nema,57.5067,50.5011,-3.75,69,38,2.53,RU,1728688444
509,severo-yeniseyskiy,60.3725,93.0408,-11.54,99,99,0.34,RU,1728688446
510,tianshui,34.5439,105.6897,12.76,89,100,1.37,CN,1728688447
511,zholymbet,51.7433,71.7122,-1.68,96,100,7.77,KZ,1728688448
512,coquimbo,-29.9533,-71.3436,14.85,75,0,2.06,CL,1728688449
513,karratha,-20.7377,116.8463,26.6,56,63,1.94,AU,1728688451
514,dondaicha,21.3333,74.5667,25.37,86,95,2.98,IN,1728688452
515,villers-cotterets,49.2531,3.09,6.59,75,77,2.7,FR,1728688453
516,abalak,58.1286,68.5944,-3.92,80,10,4.35,RU,1728688455
517,petrovsk-zabaykal'skiy,51.273,108.843,-3.22,74,33,1.29,RU,1728688456
518,malanje,-9.5402,16.341,19.68,68,9,0.88,AO,1728688457
519,tabas,33.5959,56.9244,23.71,14,0,1.67,IR,1728688458
520,dzhangala,49.2167,50.3333,4.6,69,23,4.27,KZ,1728688460
521,whangarei,-35.7317,174.3239,16.32,47,20,5.22,NZ,1728688461
522,barranca,-10.75,-77.7667,17.59,81,15,3.08,PE,1728688462
523,khamis mushait,18.3064,42.7292,18.34,29,0,2.06,SA,1728688463
524,rudbar,30.15,62.6,22.42,18,0,0.81,AF,1728688466
525,port saint john's,-31.6229,29.5448,17.13,90,35,1.33,ZA,1728688467
526,sant lluis,39.8526,4.2594,18.22,72,20,2.57,ES,1728688469
527,uvinza,-5.1036,30.3911,19.53,92,98,1.72,TZ,1728688470
528,baoding,38.8511,115.4903,13.72,60,0,2.3,CN,1728688471
529,laojunmiao,39.8333,97.7333,8.83,36,26,0.66,CN,1728688472
530,kirando,-7.4167,30.6,23.71,65,98,3.9,TZ,1728688474
531,praia da vitoria,38.7333,-27.0667,18.14,68,20,6.44,PT,1728688475
532,sur,22.5667,59.5289,28.18,47,3,3.87,OM,1728688477
533,loei,17.4167,101.5,18.97,96,42,0.33,TH,1728688478
534,bayganin,48.6947,55.8742,1.82,67,81,4.68,KZ,1728688479
535,salo,45.6086,10.531,14.05,72,2,4.06,IT,1728688480
536,thunder bay,48.4001,-89.3168,13.99,44,20,5.14,CA,1728688482
537,uttar char fasson,22.2332,90.7132,26.47,87,16,2.91,BD,1728688483
538,bac lieu,9.285,105.7244,26.61,87,100,3.81,VN,1728688484
539,bondoukou,8.0333,-2.8,22.07,95,54,1.75,CI,1728688485
540,nizhnyaya poyma,56.1622,97.1933,-4.66,61,90,3.01,RU,1728688487
541,valparaiso,-33.0393,-71.6273,15.8,88,75,4.12,CL,1728688489
542,rikaze,29.25,88.8833,6.21,40,13,0.23,CN,1728688491
543,zouerate,22.7187,-12.4521,33.01,26,20,4.96,MR,1728688492
544,kiunga,-6.1219,141.2906,26.43,86,88,0.73,PG,1728688493
545,eilat,29.5581,34.9482,23.91,53,0,2.06,IL,1728688495
546,chernomorskoye,45.5039,32.6997,21.16,79,98,6.2,UA,1728688496
547,nova sintra,14.8667,-24.7167,27.67,81,100,9.38,CV,1728688497
548,lake albert,-35.1667,147.3833,17.14,62,0,2.95,AU,1728688498
549,klaksvik,62.2266,-6.589,3.75,61,99,6.6,FO,1728688500
550,revda,56.801,59.9303,-5.07,87,100,4.23,RU,1728688501
551,holdrege,40.4403,-99.3698,23.95,35,0,3.6,US,1728688502
552,colchani,-20.3,-66.9333,12.34,10,0,4.8,BO,1728688505
553,piotrkow kujawski,52.5511,18.4991,7.01,68,18,2.73,PL,1728688506
554,tamanrasset,22.785,5.5228,23.95,29,40,1.03,DZ,1728688507
555,maksatikha,57.797,35.8825,10.0,85,86,5.16,RU,1728688509
556,el calafate,-50.3408,-72.2768,6.55,79,97,4.73,AR,1728688510
557,port augusta,-32.5,137.7667,18.79,40,70,4.46,AU,1728688511
558,klyuchi,52.2667,79.1667,0.08,90,100,10.34,RU,1728688512
559,sunchales,-30.944,-61.5615,23.92,44,1,2.24,AR,1728688514
560,hafnarfjordur,64.0671,-21.9377,-0.5,74,0,1.03,IS,1728688515
561,dryden,49.7833,-92.7503,11.16,58,20,2.57,CA,1728688516
562,glenvale,-27.5648,151.9076,19.38,69,4,1.1,AU,1728688518
563,al ghayzah,16.2079,52.176,24.43,79,1,0.76,YE,1728688519
564,mazatlan,23.2167,-106.4167,32.98,80,40,6.17,MX,1728688520
565,fortuna,40.5982,-124.1573,19.51,59,20,0.0,US,1728688521
566,lincoln city,44.9582,-124.0179,18.49,77,100,1.79,US,1728688409
567,mokopane,-24.1944,29.0097,20.55,35,8,2.82,ZA,1728688524
